,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
1162,Thursday,2017,hamilton,mountain news,hamilton mountain news,49983.0,metroland media group ltd.
1163,Thursday,2018,hamilton,mountain news,hamilton mountain news,49988.0,metroland media group ltd.
1164,Thursday,2019,hamilton,mountain news,hamilton mountain news,48752.0,metroland media group ltd.
1004,Wednesday,2013,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,4240.0,altomedia inc.
1005,Wednesday,2014,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,,altomedia inc.
1006,Wednesday,2015,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,,altomedia inc.
1007,Wednesday,2016,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,,altomedia inc.
1008,Wednesday,2017,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,,altomedia inc.
1009,Wednesday,2018,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,,altomedia inc.
1010,Wednesday,2019,hamilton&niagara&kitchener&welland,le regional,hamilton niagara kitchener welland le regional,,altomedia inc.
676,Thursday,2015,hanover,grey bruce this week,hanover grey bruce this week,31665.0,sun media corporation
677,Thursday,2016,hanover,grey bruce this week,hanover grey bruce this week,29783.0,sun media corporation
678,Thursday,2017,hanover,grey bruce this week,hanover grey bruce this week,,postmedia network inc.
679,Thursday,2018,hanover,grey bruce this week,hanover grey bruce this week,,postmedia network inc.
680,Thursday,2019,hanover,grey bruce this week,hanover grey bruce this week,,postmedia network inc.
2392,Thursday,2013,hanover,the post,hanover the post,15304.0,sun media corporation
2393,Thursday,2014,hanover,the post,hanover the post,15520.0,sun media corporation
2394,Thursday,2015,hanover,the post,hanover the post,15604.0,sun media corporation
2395,Thursday,2016,hanover,the post,hanover the post,15504.0,sun media corporation
2396,Thursday,2017,hanover,the post,hanover the post,15588.0,postmedia network inc.
2397,Thursday,2018,hanover,the post,hanover the post,,postmedia network inc.
2398,Thursday,2019,hanover,the post,hanover the post,,postmedia network inc.
1130,Wednesday,2013,harriston,minto express,harriston minto express,747.0,metroland media group ltd.
1131,Wednesday,2014,harriston,minto express,harriston minto express,734.0,metroland media group ltd.
1132,Wednesday,2015,harriston,minto express,harriston minto express,648.0,metroland media group ltd.
1133,Wednesday,2016,harriston,minto express,harriston minto express,557.0,metroland media group ltd.
983,Wednesday,2013,hawkesbury,le carillon,hawkesbury le carillon,19500.0,compagnie d'edition andre paquette
984,Wednesday,2014,hawkesbury,le carillon,hawkesbury le carillon,,compagnie d'edition andre paquette
985,Wednesday,2015,hawkesbury,le carillon,hawkesbury le carillon,,compagnie d'edition andre paquette
986,Wednesday,2016,hawkesbury,le carillon,hawkesbury le carillon,,compagnie d'edition andre paquette
987,Wednesday,2017,hawkesbury,le carillon,hawkesbury le carillon,,compagnie d'edition andre paquette
988,Wednesday,2018,hawkesbury,le carillon,hawkesbury le carillon,,compagnie d'edition andre paquette
989,Wednesday,2019,hawkesbury,le carillon,hawkesbury le carillon,,compagnie d'edition andre paquette
997,Thursday,2013,hawkesbury,le regional,hawkesbury le regional,33500.0,sun media corporation
998,Thursday,2014,hawkesbury,le regional,hawkesbury le regional,,sun media corporation
999,Thursday,2015,hawkesbury,le regional,hawkesbury le regional,20704.0,sun media corporation
1000,Thursday,2016,hawkesbury,le regional,hawkesbury le regional,,sun media corporation
1001,Thursday,2017,hawkesbury,le regional,hawkesbury le regional,,postmedia network inc.
1002,Thursday,2018,hawkesbury,le regional,hawkesbury le regional,,le regional
1003,Thursday,2019,hawkesbury,le regional,hawkesbury le regional,,le regional
2579,Friday,2014,hawkesbury,tribune express,hawkesbury tribune express,24100.0,compagnie d'edition andre paquette
2580,Friday,2015,hawkesbury,tribune express,hawkesbury tribune express,21800.0,compagnie d'edition andre paquette
2581,Friday,2016,hawkesbury,tribune express,hawkesbury tribune express,,compagnie d'edition andre paquette
2582,Friday,2017,hawkesbury,tribune express,hawkesbury tribune express,,compagnie d'edition andre paquette
2583,Friday,2018,hawkesbury,tribune express,hawkesbury tribune express,,compagnie d'edition andre paquette
2584,Friday,2019,hawkesbury,tribune express,hawkesbury tribune express,,compagnie d'edition andre paquette
994,Wednesday,2013,hearst,le nord,hearst le nord,1713.0,le nord inc.
995,Wednesday,2014,hearst,le nord,hearst le nord,1531.0,le nord inc.
996,Wednesday,2015,hearst,le nord,hearst le nord,1434.0,le nord inc.
990,Thursday,2016,hearst,le nord,hearst le nord,1296.0,le nord inc.
991,Thursday,2017,hearst,le nord,hearst le nord,,le nord inc.
992,Thursday,2018,hearst,le nord,hearst le nord,,le nord inc.
993,Thursday,2019,hearst,le nord,hearst le nord,,le nord inc.
850,Wednesday,2013,hornepayne,jackfish journal,hornepayne jackfish journal,293.0,lisa stewart
851,Wednesday,2014,hornepayne,jackfish journal,hornepayne jackfish journal,279.0,lisa stewart
852,Wednesday,2015,hornepayne,jackfish journal,hornepayne jackfish journal,265.0,lisa stewart
853,Wednesday,2016,hornepayne,jackfish journal,hornepayne jackfish journal,254.0,
854,Wednesday,2017,hornepayne,jackfish journal,hornepayne jackfish journal,230.0,ginger latoski
2721,Wednesday,2018,hornepayne,wicksteed weekly,hornepayne wicksteed weekly,200.0,chitte creek publishing
2722,Wednesday,2019,hornepayne,wicksteed weekly,hornepayne wicksteed weekly,,chitte creek publishing
777,Wednesday,2013,huntsville,huntsville forester,huntsville forester,3967.0,metroland media group ltd.
778,Wednesday,2014,huntsville,huntsville forester,huntsville forester,10310.0,metroland media group ltd.
772,Thursday,2015,huntsville,huntsville forester,huntsville forester,9569.0,metroland media group ltd.
773,Thursday,2016,huntsville,huntsville forester,huntsville forester,9585.0,metroland media group ltd.
774,Thursday,2017,huntsville,huntsville forester,huntsville forester,9483.0,metroland media group ltd.
775,Thursday,2018,huntsville,huntsville forester,huntsville forester,,metroland media group ltd.
776,Thursday,2019,huntsville,huntsville forester,huntsville forester,9676.0,metroland media group ltd.
446,Wednesday,2013,ignace,driftwood,ignace driftwood,363.0,ignace driftwood
447,Wednesday,2014,ignace,driftwood,ignace driftwood,337.0,ignace driftwood
448,Wednesday,2015,ignace,driftwood,ignace driftwood,314.0,ignace driftwood
449,Wednesday,2016,ignace,driftwood,ignace driftwood,312.0,ignace driftwood
450,Wednesday,2017,ignace,driftwood,ignace driftwood,303.0,ignace driftwood
451,Wednesday,2018,ignace,driftwood,ignace driftwood,,ignace driftwood
786,Wednesday,2013,port%20colborne,in port news,in port news,10623.0,sun media corporation
787,Wednesday,2014,port%20colborne,in port news,in port news,10129.0,sun media corporation
788,Wednesday,2015,port%20colborne,in port news,in port news,9880.0,sun media corporation
789,Wednesday,2016,port%20colborne,in port news,in port news,9849.0,sun media corporation
790,Wednesday,2017,port%20colborne,in port news,in port news,9834.0,postmedia network inc.
836,Wednesday,2013,ingersoll,ingersoll times,ingersoll times,883.0,sun media corporation
837,Wednesday,2014,ingersoll,ingersoll times,ingersoll times,728.0,sun media corporation
838,Wednesday,2015,ingersoll,ingersoll times,ingersoll times,580.0,sun media corporation
839,Wednesday,2016,ingersoll,ingersoll times,ingersoll times,532.0,sun media corporation
840,Wednesday,2017,ingersoll,ingersoll times,ingersoll times,,postmedia network inc.
841,Wednesday,2018,ingersoll,ingersoll times,ingersoll times,,postmedia network inc.
842,Thursday,2013,innisfil,innisfil journal,innisfil journal,10726.0,metroland media group ltd.
843,Thursday,2014,innisfil,innisfil journal,innisfil journal,10891.0,metroland media group ltd.
844,Thursday,2015,innisfil,innisfil journal,innisfil journal,11376.0,metroland media group ltd.
845,Thursday,2016,innisfil,innisfil journal,innisfil journal,11661.0,metroland media group ltd.
846,Thursday,2017,innisfil,innisfil journal,innisfil journal,11848.0,metroland media group ltd.
847,Thursday,2018,innisfil,innisfil journal,innisfil journal,11885.0,metroland media group ltd.
848,Thursday,2019,innisfil,innisfil journal,innisfil journal,11866.0,metroland media group ltd.
849,Wednesday,2013,innisfil,innisfil scope,innisfil scope,12638.0,london publishing corporation
507,Thursday,2013,iroquois%20falls,enterprise,iroquois falls enterprise,2232.0,william c. cavell enterprises ltd.
508,Thursday,2014,iroquois%20falls,enterprise,iroquois falls enterprise,2138.0,william c. cavell enterprises ltd.
509,Thursday,2015,iroquois%20falls,enterprise,iroquois falls enterprise,2074.0,william c. cavell enterprises ltd.
510,Thursday,2016,iroquois%20falls,enterprise,iroquois falls enterprise,1883.0,william c. cavell enterprises ltd.
511,Thursday,2017,iroquois%20falls,enterprise,iroquois falls enterprise,1724.0,william c. cavell enterprises ltd.
512,Thursday,2018,iroquois%20falls,enterprise,iroquois falls enterprise,1699.0,william c. cavell enterprises ltd.
513,Thursday,2019,iroquois%20falls,enterprise,iroquois falls enterprise,1506.0,william c. cavell enterprises ltd.
860,Thursday,2013,cornwall,journal de cornwall le,journal de cornwall le,23000.0,compagnie d'edition andre paquette
861,Thursday,2014,cornwall,journal de cornwall le,journal de cornwall le,,compagnie d'edition andre paquette
862,Thursday,2015,cornwall,journal de cornwall le,journal de cornwall le,,compagnie d'edition andre paquette
863,Thursday,2016,cornwall,journal de cornwall le,journal de cornwall le,,compagnie d'edition andre paquette
864,Thursday,2017,cornwall,journal de cornwall le,journal de cornwall le,,compagnie d'edition andre paquette
865,Thursday,2018,cornwall,journal de cornwall le,journal de cornwall le,,compagnie d'edition andre paquette
866,Thursday,2019,cornwall,journal de cornwall le,journal de cornwall le,,compagnie d'edition andre paquette
867,Thursday,2013,kanata,kanata kourier standard,kanata kourier standard,26702.0,metroland media group ltd.
868,Thursday,2014,kanata,kanata kourier standard,kanata kourier standard,32563.0,metroland media group ltd.
869,Thursday,2015,kanata,kanata kourier standard,kanata kourier standard,29010.0,metroland media group ltd.
870,Thursday,2016,kanata,kanata kourier standard,kanata kourier standard,29024.0,metroland media group ltd.
871,Thursday,2017,kanata,kanata kourier standard,kanata kourier standard,29161.0,metroland media group ltd.
767,Wednesday,2013,kapuskasing,horizon,kapuskasing horizon,3300.0,sun media corporation
768,Wednesday,2014,kapuskasing,horizon,kapuskasing horizon,,sun media corporation
769,Wednesday,2015,kapuskasing,horizon,kapuskasing horizon,,sun media corporation
770,Wednesday,2016,kapuskasing,horizon,kapuskasing horizon,,sun media corporation
771,Wednesday,2017,kapuskasing,horizon,kapuskasing horizon,,postmedia network inc.
1425,Wednesday,2013,kapuskasing,northern times,kapuskasing northern times,1955.0,sun media corporation
1426,Wednesday,2014,kapuskasing,northern times,kapuskasing northern times,1784.0,sun media corporation
1427,Wednesday,2015,kapuskasing,northern times,kapuskasing northern times,1041.0,sun media corporation
1428,Wednesday,2016,kapuskasing,northern times,kapuskasing northern times,858.0,sun media corporation
1429,Wednesday,2017,kapuskasing,northern times,kapuskasing northern times,,postmedia network inc.
1424,Thursday,2018,kapuskasing,northern times,kapuskasing northern times,8486.0,postmedia network inc.
2273,Thursday,2019,kapuskasing,the community press   la presse communautaire,kapuskasing the community press la presse communautaire,5637.0,la presse communautaire
2458,Thursday,2013,kapuskasing,the weekender,kapuskasing the weekender,8499.0,sun media corporation
2459,Thursday,2014,kapuskasing,the weekender,kapuskasing the weekender,7996.0,sun media corporation
2460,Thursday,2015,kapuskasing,the weekender,kapuskasing the weekender,8075.0,sun media corporation
2461,Thursday,2016,kapuskasing,the weekender,kapuskasing the weekender,8499.0,sun media corporation
2462,Thursday,2017,kapuskasing,the weekender,kapuskasing the weekender,8613.0,postmedia network inc.
337,Monthly,2013,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,20000.0,scugog communications group
338,Monthly,2014,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,,scugog communications group
339,Monthly,2015,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,15000.0,scugog communications group
340,Monthly,2016,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,,scugog communications group
341,Monthly,2017,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,,scugog communications group
342,Monthly,2018,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,,scugog communications group
343,Monthly,2019,kawartha%20lakes&north%20durham,caps community news,kawartha lakes north durham caps community news,,scugog communications group
872,Thursday,2013,kawartha%20lakes,kawartha lakes this week,kawartha lakes this week,29552.0,metroland media group ltd.
879,Tuesday,2013,kawartha%20lakes,kawartha lakes this week,kawartha lakes this week,21653.0,metroland media group ltd.
873,Thursday,2014,kawartha%20lakes,kawartha lakes this week,kawartha lakes this week,29432.0,metroland media group ltd.
880,Tuesday,2014,kawartha%20lakes,kawartha lakes this week,kawartha lakes this week,19972.0,metroland media group ltd.
