,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address
977,0,Wednesday,B,2016,eganville,leader,eganville leader publishing ltd.,6096,ON,6096,eganville leader publishing ltd.,"['eganville ,ON, Canada']"
978,0,Wednesday,B,2017,eganville,leader,eganville leader publishing ltd.,5629,ON,5629,eganville leader publishing ltd.,"['eganville ,ON, Canada']"
979,0,Wednesday,T,2013,dresden&bothwell,leader spirit,sun media corporation,723,ON,723,sun media corporation,"['dresden ,ON, Canada', 'bothwell ,ON, Canada']"
980,9881,Wednesday,T,2013,leamington,leamington southpoint sun,jim heyens and sheila mcbrayne,0,ON,9881,jim heyens and sheila mcbrayne,"['leamington ,ON, Canada']"
981,20000,Monthly,T,2015,toronto,leasiderosedale town crier,streeter publications ltd.,0,ON,20000,streeter publications ltd.,"['toronto ,ON, Canada']"
982,20000,Monthly,T,2016,toronto,leasiderosedale town crier,streeter publications ltd.,0,ON,20000,streeter publications ltd.,"['toronto ,ON, Canada']"
983,20000,Monthly,T,2017,toronto,leasiderosedale town crier,streeter publications ltd.,0,ON,20000,streeter publications ltd.,"['toronto ,ON, Canada']"
984,20000,12-times per year,T,2018,toronto,leasiderosedale town crier,streeter publications ltd.,0,ON,20000,streeter publications ltd.,"['toronto ,ON, Canada']"
985,16000,Tuesday,T,2014,toronto,lexpress,l'express,6000,ON,22000,l'express,"['toronto ,ON, Canada']"
986,16000,Tuesday,T,2015,toronto,lexpress,l'express,6000,ON,22000,l'express,"['toronto ,ON, Canada']"
987,16000,Tuesday,T,2016,toronto,lexpress,l'express,6000,ON,22000,l'express,"['toronto ,ON, Canada']"
988,16000,Tuesday,T,2017,toronto,lexpress,l'express,6000,ON,22000,l'express,"['toronto ,ON, Canada']"
989,16000,Tuesday,T,2018,toronto,lexpress,l'express,6000,ON,22000,l'express,"['toronto ,ON, Canada']"
990,16000,Tuesday,T,2019,toronto,lexpress,l'express,6000,ON,22000,l'express,"['toronto ,ON, Canada']"
991,0,Wednesday,T,2013,listowel,listowel banner,metroland media group ltd.,2644,ON,2644,metroland media group ltd.,"['listowel ,ON, Canada']"
992,0,Wednesday,T,2014,listowel,listowel banner,metroland media group ltd.,2500,ON,2500,metroland media group ltd.,"['listowel ,ON, Canada']"
993,0,Wednesday,T,2015,listowel,listowel banner,metroland media group ltd.,2266,ON,2266,metroland media group ltd.,"['listowel ,ON, Canada']"
994,0,Wednesday,T,2016,listowel,listowel banner,metroland media group ltd.,2083,ON,2083,metroland media group ltd.,"['listowel ,ON, Canada']"
995,17,Wednesday,T,2017,listowel,listowel banner,metroland media group ltd.,1816,ON,1833,metroland media group ltd.,"['listowel ,ON, Canada']"
996,15,Wednesday,T,2018,listowel,listowel banner,metroland media group ltd.,1636,ON,1651,metroland media group ltd.,"['listowel ,ON, Canada']"
997,14,Wednesday,T,2019,listowel,listowel banner,metroland media group ltd.,1486,ON,1500,metroland media group ltd.,"['listowel ,ON, Canada']"
998,22068,Thursday,T,2013,listowel,listowel independent plus,metroland media group ltd.,1,ON,22069,metroland media group ltd.,"['listowel ,ON, Canada']"
999,21955,Thursday,T,2014,listowel,listowel independent plus,metroland media group ltd.,1,ON,21956,metroland media group ltd.,"['listowel ,ON, Canada']"
1000,22015,Thursday,T,2015,listowel,listowel independent plus,metroland media group ltd.,1,ON,22016,metroland media group ltd.,"['listowel ,ON, Canada']"
1001,22592,Thursday,T,2016,listowel,listowel independent plus,metroland media group ltd.,0,ON,22592,metroland media group ltd.,"['listowel ,ON, Canada']"
1002,28733,Thursday,T,2017,listowel,listowel independent plus,metroland media group ltd.,2,ON,28735,metroland media group ltd.,"['listowel ,ON, Canada']"
1003,23839,Thursday,T,2018,listowel,listowel independent plus,metroland media group ltd.,2,ON,23841,metroland media group ltd.,"['listowel ,ON, Canada']"
1004,23388,Thursday,T,2019,listowel,listowel independent plus,metroland media group ltd.,2,ON,23390,metroland media group ltd.,"['listowel ,ON, Canada']"
1005,132000,Thursday,B,2013,london,london community news,metroland media group ltd.,0,ON,132000,metroland media group ltd.,"['london ,ON, Canada']"
1006,129642,Thursday,B,2014,london,london community news,metroland media group ltd.,0,ON,129642,metroland media group ltd.,"['london ,ON, Canada']"
1007,129642,Thursday,B,2015,london,london community news,metroland media group ltd.,0,ON,129642,metroland media group ltd.,"['london ,ON, Canada']"
1008,36,Wednesday,T,2013,geraldton,longlac times star,times star publishing,1056,ON,1092,times star publishing,"['geraldton ,ON, Canada']"
1009,4,Wednesday,T,2014,geraldton,longlac times star,times star publishing,934,ON,938,times star publishing,"['geraldton ,ON, Canada']"
1010,9,Wednesday,T,2015,geraldton,longlac times star,times star publishing,761,ON,770,times star publishing,"['geraldton ,ON, Canada']"
1011,27,Wednesday,T,2016,geraldton,longlac times star,times star publishing,708,ON,735,times star publishing,"['geraldton ,ON, Canada']"
1012,19,Wednesday,T,2017,geraldton,longlac times star,times star publishing,642,ON,661,times star publishing,"['geraldton ,ON, Canada']"
1013,60,Wednesday,T,2013,lucknow,lucknow sentinel,sun media corporation,1229,ON,1289,sun media corporation,"['lucknow ,ON, Canada']"
1014,164,Wednesday,T,2013,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,5359,ON,5523,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1015,179,Wednesday,T,2014,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,5335,ON,5514,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1016,192,Wednesday,T,2015,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,7661,ON,7853,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1017,196,Wednesday,T,2016,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,4277,ON,4473,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1018,196,Wednesday,T,2017,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,4277,ON,4473,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1019,196,Wednesday,T,2018,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,4277,ON,4473,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1020,190,Wednesday,T,2019,manitoulin%20island,manitoulin expositor,manitoulin publishing co. ltd.,4481,ON,4671,manitoulin publishing co. ltd.,"['manitoulin island ,ON, Canada']"
1021,73,Friday,T,2013,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,1394,ON,1467,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1022,75,Friday,T,2014,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,1383,ON,1458,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1023,73,Friday,T,2015,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,1387,ON,1460,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1024,72,Friday,T,2016,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,1095,ON,1167,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1025,72,Friday,T,2017,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,1095,ON,1167,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1026,72,Friday,T,2018,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,1095,ON,1167,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1027,72,Friday,T,2019,gore%20bay,manitoulin west recorder,manitoulin publishing co. ltd.,971,ON,1043,manitoulin publishing co. ltd.,"['gore bay ,ON, Canada']"
1028,0,Wednesday,T,2013,manitouwadge,manitouwadge echo,manitouwadge echo,365,ON,365,manitouwadge echo,"['manitouwadge ,ON, Canada']"
1029,7898,Thursday,T,2013,manotick,manotick messenger,the morris group,0,ON,7898,the morris group,"['manotick ,ON, Canada']"
1030,8089,Thursday,T,2014,manotick,manotick messenger,the morris group,0,ON,8089,the morris group,"['manotick ,ON, Canada']"
1031,9325,Thursday,T,2015,manotick,manotick messenger,the morris group,0,ON,9325,the morris group,"['manotick ,ON, Canada']"
1032,9503,Thursday,T,2016,manotick,manotick messenger,the morris group,0,ON,9503,the morris group,"['manotick ,ON, Canada']"
1033,9503,Thursday,T,2017,manotick,manotick messenger,the morris group,0,ON,9503,the morris group,"['manotick ,ON, Canada']"
1034,9503,Thursday,T,2018,manotick,manotick messenger,the morris group,0,ON,9503,the morris group,"['manotick ,ON, Canada']"
1035,9503,Thursday,T,2019,manotick,manotick messenger,the morris group,0,ON,9503,the morris group,"['manotick ,ON, Canada']"
1036,11232,Thursday,T,2013,manotick,manotick news,metroland media group ltd.,0,ON,11232,metroland media group ltd.,"['manotick ,ON, Canada']"
1037,11464,Thursday,T,2014,manotick,manotick news,metroland media group ltd.,0,ON,11464,metroland media group ltd.,"['manotick ,ON, Canada']"
1038,11506,Thursday,T,2015,manotick,manotick news,metroland media group ltd.,0,ON,11506,metroland media group ltd.,"['manotick ,ON, Canada']"
1039,11561,Thursday,T,2016,manotick,manotick news,metroland media group ltd.,0,ON,11561,metroland media group ltd.,"['manotick ,ON, Canada']"
1040,17476,Thursday,B,2014,stratford,marketplace,sun media corporation,0,ON,17476,sun media corporation,"['stratford ,ON, Canada']"
1041,18379,Thursday,B,2015,stratford,marketplace,sun media corporation,0,ON,18379,sun media corporation,"['stratford ,ON, Canada']"
1042,18379,Thursday,B,2016,stratford,marketplace,sun media corporation,0,ON,18379,postmedia network inc.,"['stratford ,ON, Canada']"
1043,19263,Thursday,B,2017,stratford,marketplace,postmedia network inc.,0,ON,19263,postmedia network inc.,"['stratford ,ON, Canada']"
1044,19263,Thursday,B,2018,stratford,marketplace,postmedia network inc.,0,ON,19263,postmedia network inc.,"['stratford ,ON, Canada']"
1045,19263,Thursday,B,2019,stratford,marketplace,postmedia network inc.,0,ON,19263,postmedia network inc.,"['stratford ,ON, Canada']"
1046,67974,Thursday,T,2013,markham,markham economist & sun,metroland media group ltd.,0,ON,67974,metroland media group ltd.,"['markham ,ON, Canada']"
1047,67974,Saturday,T,2013,markham,markham economist & sun,metroland media group ltd.,0,ON,67974,metroland media group ltd.,"['markham ,ON, Canada']"
1048,15,Wednesday,T,2013,mattawa,mattawa recorder,ontario inc.,1085,ON,1100,ontario inc.,"['mattawa ,ON, Canada']"
1049,0,Wednesday,B,2013,meaford,meaford express,metroland media group ltd.,1324,ON,1324,metroland media group ltd.,"['meaford ,ON, Canada']"
1050,92,Wednesday,B,2014,meaford,meaford express,metroland media group ltd.,1170,ON,1262,metroland media group ltd.,"['meaford ,ON, Canada']"
1051,145,Wednesday,B,2015,meaford,meaford express,metroland media group ltd.,1051,ON,1196,metroland media group ltd.,"['meaford ,ON, Canada']"
1052,126,Wednesday,B,2016,meaford,meaford express,metroland media group ltd.,880,ON,1006,metroland media group ltd.,"['meaford ,ON, Canada']"
1053,100,Wednesday,B,2017,meaford,meaford express,metroland media group ltd.,331,ON,431,metroland media group ltd.,"['meaford ,ON, Canada']"
1054,13,Tuesday,T,2013,marathon,mercury,marathon mercury printers limited,934,ON,947,marathon mercury printers limited,"['marathon ,ON, Canada']"
1055,13,Tuesday,T,2014,marathon,mercury,marathon mercury printers limited,867,ON,880,marathon mercury printers limited,"['marathon ,ON, Canada']"
1056,13,Tuesday,T,2015,marathon,mercury,marathon mercury printers limited,789,ON,802,marathon mercury printers limited,"['marathon ,ON, Canada']"
1057,13,Tuesday,T,2016,marathon,mercury,marathon mercury printers limited,732,ON,745,marathon mercury printers limited,"['marathon ,ON, Canada']"
1058,0,Tuesday,T,2017,marathon,mercury,marathon mercury printers limited,681,ON,681,marathon mercury printers limited,"['marathon ,ON, Canada']"
1059,0,Tuesday,T,2018,marathon,mercury,marathon mercury printers limited,608,ON,608,marathon mercury printers limited,"['marathon ,ON, Canada']"
1060,0,Tuesday,T,2019,marathon,mercury,marathon mercury printers limited,594,ON,594,marathon mercury printers limited,"['marathon ,ON, Canada']"
1061,8028,Wednesday,T,2013,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1062,8028,Wednesday,T,2014,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1063,8028,Wednesday,T,2015,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1064,8028,Wednesday,T,2016,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1065,8028,Wednesday,T,2017,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1066,8028,Wednesday,T,2018,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1067,8028,Wednesday,T,2019,toronto,metropolitain le,alto inc.,329,ON,8357,alto inc.,"['toronto ,ON, Canada']"
1068,466,Wednesday,T,2013,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,888,ON,1354,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1069,705,Wednesday,T,2014,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,815,ON,1520,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1070,720,Wednesday,T,2015,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,783,ON,1503,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1071,708,Wednesday,T,2016,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,736,ON,1444,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1072,973,Wednesday,T,2017,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,568,ON,1541,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1073,910,Wednesday,B,2018,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,604,ON,1514,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1074,680,Wednesday,B,2019,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,742,ON,1422,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']"
1075,10093,Tuesday,T,2013,midland&%20penetanguishene,midland/ penetanguishene mirror,metroland media group ltd.,0,ON,10093,metroland media group ltd.,"['midland ,ON, Canada', ' penetanguishene ,ON, Canada']"
1076,21349,Thursday,T,2013,midland&%20penetanguishene,midland/ penetanguishene mirror,metroland media group ltd.,5,ON,21354,metroland media group ltd.,"['midland ,ON, Canada', ' penetanguishene ,ON, Canada']"
1077,0,Thursday,T,2014,espanola,midnorth monitor,sun media corporation,1097,ON,1097,sun media corporation,"['espanola ,ON, Canada']"
1078,0,Thursday,T,2015,espanola,midnorth monitor,sun media corporation,918,ON,918,sun media corporation,"['espanola ,ON, Canada']"
1079,0,Thursday,T,2016,espanola,midnorth monitor,sun media corporation,793,ON,793,postmedia network inc.,"['espanola ,ON, Canada']"
1080,0,Thursday,T,2017,espanola,midnorth monitor,postmedia network inc.,793,ON,793,postmedia network inc.,"['espanola ,ON, Canada']"
1081,0,Thursday,T,2018,espanola,midnorth monitor,postmedia network inc.,793,ON,793,postmedia network inc.,"['espanola ,ON, Canada']"
1082,0,Thursday,T,2019,espanola,midnorth monitor,postmedia network inc.,793,ON,793,postmedia network inc.,"['espanola ,ON, Canada']"
1083,17688,Monthly,T,2014,toronto,midtown post,post city magazines,0,ON,17688,post city magazines,"['toronto ,ON, Canada']"
1084,17688,Monthly,T,2015,toronto,midtown post,post city magazines,0,ON,17688,post city magazines,"['toronto ,ON, Canada']"
1085,17688,Monthly,T,2016,toronto,midtown post,post city magazines,0,ON,17688,post city magazines,"['toronto ,ON, Canada']"
1086,17688,Monthly,T,2017,toronto,midtown post,post city magazines,0,ON,17688,post city magazines,"['toronto ,ON, Canada']"
1087,17688,12-times per year,T,2018,toronto,midtown post,post city magazines,0,ON,17688,post city magazines,"['toronto ,ON, Canada']"
1088,17688,12-times per year,T,2019,toronto,midtown post,post city magazines,0,ON,17688,post city magazines,"['toronto ,ON, Canada']"
1089,431,Thursday,T,2013,millbrook,millbrook times,millbrook times,752,ON,1183,millbrook times,"['millbrook ,ON, Canada']"
1090,0,Wednesday,T,2013,minden,minden times,sun media corporation,1683,ON,1683,sun media corporation,"['minden ,ON, Canada']"
1091,0,Wednesday,T,2013,harriston,minto express,metroland media group ltd.,747,ON,747,metroland media group ltd.,"['harriston ,ON, Canada']"
1092,0,Wednesday,T,2014,harriston,minto express,metroland media group ltd.,734,ON,734,metroland media group ltd.,"['harriston ,ON, Canada']"
1093,0,Wednesday,T,2015,harriston,minto express,metroland media group ltd.,648,ON,648,metroland media group ltd.,"['harriston ,ON, Canada']"
1094,0,Wednesday,T,2016,harriston,minto express,metroland media group ltd.,557,ON,557,metroland media group ltd.,"['harriston ,ON, Canada']"
1095,123268,Wednesday,B,2013,mississauga,mississauga news,metroland media group ltd.,0,ON,123268,metroland media group ltd.,"['mississauga ,ON, Canada']"
1096,122898,Friday,T,2013,mississauga,mississauga news,metroland media group ltd.,0,ON,122898,metroland media group ltd.,"['mississauga ,ON, Canada']"
1097,122620,Friday,T,2014,mississauga,mississauga news,metroland media group ltd.,0,ON,122620,metroland media group ltd.,"['mississauga ,ON, Canada']"
1098,123055,Thursday,B,2014,mississauga,mississauga news,metroland media group ltd.,0,ON,123055,metroland media group ltd.,"['mississauga ,ON, Canada']"
